datetime_rounded,anonymized_ip,subnet,asn,as_country,as_organization,as_organization_iden,version,test_result,control_result,control_taco_result
2021-04-26 00:05:00 UTC,188.186.0.0,188.186.0.0/22,41682,RU,"JSC ""ER-Telecom Holding""",ORG-RA21-RIPE,4,15306.12,5565.86,5281.69
2021-04-26 00:15:00 UTC,2a00:1fa3:57c::,2a00:1fa3::/33,8359,RU,MTS PJSC,ORG-ZM1-RIPE,4,107.2,1164.14,1327.43
2021-04-26 00:20:00 UTC,77.41.190.0,77.41.190.0/24,16345,RU,"Public Joint Stock Company ""Vimpel-Communications""",ORG-JA8-RIPE,4,92.67,337.42,289.66
2021-04-26 00:25:00 UTC,37.112.103.0,37.112.100.0/22,56420,RU,"JSC ""ER-Telecom Holding""",ORG-RA21-RIPE,4,6622.52,5847.95,6818.18
2021-04-26 01:15:00 UTC,87.226.213.0,87.226.128.0/17,12389,RU,PJSC Rostelecom,ORG-JR8-RIPE,4,1610.31,1872.66,2166.06
2021-04-26 01:25:00 UTC,212.46.18.0,212.46.0.0/19,8752,RU,"OAO ""ASVT""",ORG-ZA2-RIPE,4,117.38,6122.45,6564.55
2021-04-26 02:15:00 UTC,176.59.0.0,176.59.0.0/19,15378,RU,T2 Mobile LLC,ORG-MCC1-RIPE,4,4267.43,1954.4,2518.89
2021-04-26 02:15:00 UTC,176.59.0.0,176.59.0.0/19,15378,RU,T2 Mobile LLC,ORG-MCC1-RIPE,4,6072.87,5000.0,3901.17
2021-04-26 03:10:00 UTC,31.134.241.0,31.134.240.0/23,15774,RU,Joint Stock Company TransTeleCom,ORG-CJSC19-RIPE,4,2976.19,1675.98,1632.21
2021-04-26 04:15:00 UTC,95.154.185.0,95.154.128.0/18,43714,RU,Production co-operative Economic-legal laboratory,ORG-PCEL1-RIPE,4,5836.58,28301.89,29126.21
2021-04-26 04:15:00 UTC,95.154.185.0,95.154.128.0/18,43714,RU,Production co-operative Economic-legal laboratory,ORG-PCEL1-RIPE,4,6756.76,10067.11,11764.71
2021-04-26 04:55:00 UTC,2a00:1fa1:40ab::,2a00:1fa1::/33,29497,RU,MTS PJSC,ORG-ZM1-RIPE,4,4267.43,1358.7,1135.07
2021-04-26 05:00:00 UTC,85.249.167.0,85.249.160.0/20,16345,RU,"Public Joint Stock Company ""Vimpel-Communications""",ORG-JA8-RIPE,4,106.83,3740.65,3480.28
2021-04-26 05:00:00 UTC,212.19.4.0,212.19.0.0/19,8749,RU,"JSC ""Redcom-lnternet""",ORG-RA23-RIPE,4,102.21,559.49,729.57
2021-04-26 05:05:00 UTC,94.181.192.0,94.181.192.0/22,41727,RU,"JSC ""ER-Telecom Holding""",ORG-RA21-RIPE,4,2659.57,3198.29,3285.87
2021-04-26 05:35:00 UTC,178.176.165.0,178.176.160.0/20,31133,RU,PJSC MegaFon,ORG-OM1-RIPE,4,105.6,3521.13,2309.47
2021-04-26 05:35:00 UTC,178.214.243.0,178.214.242.0/23,24955,RU,"JSC ""Ufanet""",ORG-ZS2-RIPE,4,2929.69,5671.08,2149.0
