datetime_rounded,anonymized_ip,subnet,asn,as_country,as_organization,as_organization_iden,version,test_result,control_result,control_taco_result
2021-04-15 00:25:00 UTC,145.255.8.0,145.255.8.0/23,24955,RU,"JSC ""Ufanet""",ORG-ZS2-RIPE,4,15544.04,9933.77,8823.53
2021-04-15 01:00:00 UTC,87.226.213.0,87.226.128.0/17,12389,RU,PJSC Rostelecom,ORG-JR8-RIPE,4,2332.81,1896.33,1837.11
2021-04-15 01:55:00 UTC,37.29.88.0,37.29.88.0/24,31133,RU,PJSC MegaFon,ORG-OM1-RIPE,4,96.03,925.64,1002.0
2021-04-15 02:25:00 UTC,213.87.162.0,213.87.160.0/22,8359,RU,MTS PJSC,ORG-ZM1-RIPE,4,121.39,6651.88,6578.95
2021-04-15 02:25:00 UTC,2a00:1370:8127::,2a00:1370::/32,25513,RU,PJSC Moscow city telephone network,ORG-OMCT1-RIPE,4,9009.01,5976.1,6122.45
2021-04-15 03:05:00 UTC,94.19.62.0,94.19.48.0/20,35807,RU,SkyNet Ltd.,ORG-SA582-RIPE,4,17142.86,4411.76,5964.21
2021-04-15 03:10:00 UTC,85.26.241.0,85.26.241.0/24,31133,RU,PJSC MegaFon,ORG-OM1-RIPE,4,87.08,1501.5,24.76
2021-04-15 03:15:00 UTC,5.141.101.0,5.141.100.0/22,12389,RU,PJSC Rostelecom,ORG-JR8-RIPE,4,98.51,1150.75,1182.5
2021-04-15 03:15:00 UTC,80.83.236.0,80.83.236.0/24,8359,RU,MTS PJSC,ORG-ZM1-RIPE,4,103.66,1369.24,1642.94
2021-04-15 03:20:00 UTC,77.41.190.0,77.41.190.0/24,16345,RU,"Public Joint Stock Company ""Vimpel-Communications""",ORG-JA8-RIPE,4,66.65,196.13,158.78
2021-04-15 03:25:00 UTC,80.83.234.0,80.83.234.0/24,8359,RU,MTS PJSC,ORG-ZM1-RIPE,4,102.2,1142.42,1192.37
2021-04-15 03:45:00 UTC,188.134.5.0,188.134.0.0/17,41733,RU,"JSC ""ER-Telecom Holding""",ORG-RA21-RIPE,4,14354.07,4926.11,6048.39
2021-04-15 04:45:00 UTC,188.187.172.0,188.187.172.0/22,41786,RU,"JSC ""ER-Telecom Holding""",ORG-RA21-RIPE,4,18181.82,18404.91,13215.86
2021-04-15 04:45:00 UTC,188.187.172.0,188.187.172.0/22,41786,RU,"JSC ""ER-Telecom Holding""",ORG-RA21-RIPE,4,19867.55,20134.23,14925.37
2021-04-15 04:45:00 UTC,188.187.172.0,188.187.172.0/22,41786,RU,"JSC ""ER-Telecom Holding""",ORG-RA21-RIPE,4,26086.96,19480.52,14492.75
2021-04-15 04:50:00 UTC,2a00:1fa1:c2b5::,2a00:1fa0::/29,8359,RU,MTS PJSC,ORG-ZM1-RIPE,4,106.71,1898.73,1372.37
2021-04-15 04:55:00 UTC,85.26.165.0,85.26.164.0/23,31133,RU,PJSC MegaFon,ORG-OM1-RIPE,4,114.96,3546.1,3831.42
2021-04-15 04:55:00 UTC,85.249.171.0,85.249.160.0/20,16345,RU,"Public Joint Stock Company ""Vimpel-Communications""",ORG-JA8-RIPE,4,104.43,3033.37,3138.08
2021-04-15 04:55:00 UTC,2a00:1fa1:43df::,2a00:1fa1::/33,29497,RU,MTS PJSC,ORG-ZM1-RIPE,4,4092.77,1025.64,1188.12
2021-04-15 05:40:00 UTC,95.153.134.0,95.153.134.0/23,29497,RU,MTS PJSC,ORG-ZM1-RIPE,4,2754.82,2139.8,3015.08
2021-04-15 05:45:00 UTC,85.249.171.0,85.249.160.0/20,16345,RU,"Public Joint Stock Company ""Vimpel-Communications""",ORG-JA8-RIPE,4,108.99,3926.7,3051.88
2021-04-15 05:50:00 UTC,85.26.165.0,85.26.164.0/23,31133,RU,PJSC MegaFon,ORG-OM1-RIPE,4,109.63,3424.66,3504.67
2021-04-15 05:50:00 UTC,217.66.157.0,217.66.152.0/21,8359,RU,MTS PJSC,ORG-ZM1-RIPE,4,115.5,2473.21,4926.11
2021-04-15 05:50:00 UTC,2a00:1fa1:43df::,2a00:1fa1::/33,29497,RU,MTS PJSC,ORG-ZM1-RIPE,4,2613.24,2941.18,1782.53
2021-04-15 05:55:00 UTC,92.101.117.0,92.101.0.0/17,12389,RU,PJSC Rostelecom,ORG-JR8-RIPE,4,109.96,5172.41,4601.23
2021-04-15 05:55:00 UTC,2a00:1fa1:4289::,2a00:1fa1::/33,29497,RU,MTS PJSC,ORG-ZM1-RIPE,4,1964.64,1370.49,3529.41
2021-04-15 06:00:00 UTC,109.197.204.0,109.197.204.0/24,16345,RU,"Public Joint Stock Company ""Vimpel-Communications""",ORG-JA8-RIPE,4,117.09,3631.96,3787.88
2021-04-15 06:00:00 UTC,176.114.217.0,176.114.192.0/19,50060,RU,Annet Ltd.,ORG-AL141-RIPE,4,6493.51,3108.81,5474.45
2021-04-15 06:00:00 UTC,2a00:1fa1:417d::,2a00:1fa1::/33,29497,RU,MTS PJSC,ORG-ZM1-RIPE,4,2479.34,3232.76,2873.56
2021-04-15 06:05:00 UTC,46.147.98.0,46.147.98.0/24,57378,RU,"JSC ""ER-Telecom Holding""",ORG-RA21-RIPE,4,4010.7,5110.73,5415.16
2021-04-15 06:05:00 UTC,188.170.194.0,188.170.194.0/24,31163,RU,PJSC MegaFon,ORG-OM1-RIPE,4,102.08,3325.94,2577.32
2021-04-15 06:10:00 UTC,176.59.70.0,176.59.64.0/19,42437,RU,T2 Mobile LLC,ORG-MCC1-RIPE,4,117.5,1978.89,2590.67
2021-04-15 06:10:00 UTC,2a00:1fa1:41b6::,2a00:1fa1::/33,29497,RU,MTS PJSC,ORG-ZM1-RIPE,4,1187.65,1719.2,1337.49
2021-04-15 06:10:00 UTC,2a00:1fa1:41b6::,2a00:1fa1::/33,29497,RU,MTS PJSC,ORG-ZM1-RIPE,4,2076.12,2599.65,2599.65
2021-04-15 06:10:00 UTC,2a00:1fa1:41b6::,2a00:1fa1::/33,29497,RU,MTS PJSC,ORG-ZM1-RIPE,4,2079.0,2659.57,2553.19
2021-04-15 06:10:00 UTC,2a00:1fa1:4219::,2a00:1fa1::/33,29497,RU,MTS PJSC,ORG-ZM1-RIPE,4,3911.34,2640.85,3194.89
2021-04-15 06:40:00 UTC,178.66.108.0,178.66.0.0/16,12389,RU,PJSC Rostelecom,ORG-JR8-RIPE,4,12244.9,11152.42,16129.03
2021-04-15 06:40:00 UTC,178.66.108.0,178.66.0.0/16,12389,RU,PJSC Rostelecom,ORG-JR8-RIPE,4,42253.52,17241.38,16393.44
2021-04-15 06:45:00 UTC,85.249.171.0,85.249.160.0/20,16345,RU,"Public Joint Stock Company ""Vimpel-Communications""",ORG-JA8-RIPE,4,107.95,3861.0,3671.97
2021-04-15 06:45:00 UTC,95.153.128.0,95.153.128.0/23,29497,RU,MTS PJSC,ORG-ZM1-RIPE,4,3070.62,3112.03,2647.84
2021-04-15 06:45:00 UTC,2a00:1fa1:4289::,2a00:1fa1::/33,29497,RU,MTS PJSC,ORG-ZM1-RIPE,4,2035.28,1718.21,2577.32
2021-04-15 06:55:00 UTC,85.26.165.0,85.26.164.0/23,31133,RU,PJSC MegaFon,ORG-OM1-RIPE,4,110.89,3508.77,2403.85
2021-04-15 06:55:00 UTC,2a00:1fa1:43df::,2a00:1fa1::/33,29497,RU,MTS PJSC,ORG-ZM1-RIPE,4,2056.2,2017.48,3051.88
2021-04-15 07:05:00 UTC,2a00:1fa1:41b6::,2a00:1fa1::/33,29497,RU,MTS PJSC,ORG-ZM1-RIPE,4,1331.56,1924.31,2523.13
2021-04-15 07:05:00 UTC,2a00:1fa1:41b6::,2a00:1fa1::/33,29497,RU,MTS PJSC,ORG-ZM1-RIPE,4,1387.6,1090.51,1613.77
2021-04-15 07:05:00 UTC,2a00:1fa1:41b6::,2a00:1fa1::/33,29497,RU,MTS PJSC,ORG-ZM1-RIPE,4,2130.68,2318.39,1789.98
2021-04-15 07:05:00 UTC,2a00:1fa1:41b6::,2a00:1fa1::/33,29497,RU,MTS PJSC,ORG-ZM1-RIPE,4,2173.91,2094.97,1277.68
2021-04-15 07:15:00 UTC,85.140.0.0,85.140.0.0/21,8359,RU,MTS PJSC,ORG-ZM1-RIPE,4,88.75,1103.75,1714.29
2021-04-15 07:20:00 UTC,176.59.112.0,176.59.96.0/19,48092,RU,T2 Mobile LLC,ORG-MCC1-RIPE,4,102.41,2843.6,3061.22
2021-04-15 07:20:00 UTC,2a00:1fa1:4219::,2a00:1fa1::/33,29497,RU,MTS PJSC,ORG-ZM1-RIPE,4,575.71,287.47,361.58
2021-04-15 07:20:00 UTC,2a00:1fa1:4219::,2a00:1fa1::/33,29497,RU,MTS PJSC,ORG-ZM1-RIPE,4,1338.09,1392.76,1791.04
2021-04-15 07:20:00 UTC,2a00:1fa1:4219::,2a00:1fa1::/33,29497,RU,MTS PJSC,ORG-ZM1-RIPE,4,1866.83,554.84,1379.94
2021-04-15 07:25:00 UTC,31.173.101.0,31.173.101.0/24,31224,RU,PJSC MegaFon,ORG-OM1-RIPE,4,110.43,3448.28,3685.5
2021-04-15 07:30:00 UTC,62.209.129.0,62.209.128.0/19,34718,UZ,"LLC ""TEXNOPROSISTEM""",ORG-TA164-RIPE,4,3325.94,8670.52,8771.93
2021-04-15 07:30:00 UTC,62.209.129.0,62.209.128.0/19,34718,UZ,"LLC ""TEXNOPROSISTEM""",ORG-TA164-RIPE,4,4201.68,3303.96,3846.15
2021-04-15 07:30:00 UTC,62.209.129.0,62.209.128.0/19,34718,UZ,"LLC ""TEXNOPROSISTEM""",ORG-TA164-RIPE,4,7058.82,8670.52,8746.36
