datetime_rounded,anonymized_ip,subnet,asn,as_country,as_organization,as_organization_iden,version,test_result,control_result,control_taco_result
2021-05-10 05:10:00 UTC,89.113.141.0,89.113.136.0/21,16345,RU,"Public Joint Stock Company ""Vimpel-Communications""",ORG-JA8-RIPE,4,2967.36,3070.62,2398.08
2021-05-10 07:35:00 UTC,80.80.196.0,80.80.192.0/21,40993,RU,MTS PJSC,ORG-ZM1-RIPE,4,4285.71,5940.59,6000.0
2021-05-10 07:35:00 UTC,80.80.196.0,80.80.192.0/21,40993,RU,MTS PJSC,ORG-ZM1-RIPE,4,6369.43,29126.21,29702.97
2021-05-10 08:50:00 UTC,193.176.84.0,193.176.84.0/24,9009,GB,M247 Ltd,ORG-GL37-RIPE,4,831.49,731.71,939.56
2021-05-10 09:05:00 UTC,37.120.212.0,37.120.212.0/24,9009,GB,M247 Ltd,ORG-GL37-RIPE,4,2892.96,2846.3,2898.55
2021-05-10 09:05:00 UTC,92.38.138.0,92.38.138.0/24,199524,LU,G-Core Labs S.A.,ORG-WIG6-RIPE,4,240.94,263.88,309.15
2021-05-10 11:00:00 UTC,80.240.211.0,80.240.208.0/20,15582,RU,OJSC Comcor,ORG-CA35-RIPE,4,104.89,6198.35,6147.54
2021-05-10 13:00:00 UTC,178.90.253.0,178.90.252.0/23,9198,KZ,JSC Kazakhtelecom,ORG-KDNA1-RIPE,4,2407.7,2729.75,2029.77
2021-05-10 13:20:00 UTC,5.28.17.0,5.28.16.0/20,8439,RU,JSC AIST,ORG-AA49-RIPE,4,5586.59,7575.76,6224.07
2021-05-10 13:50:00 UTC,188.17.247.0,188.17.224.0/19,12389,RU,PJSC Rostelecom,ORG-JR8-RIPE,4,57.47,5093.38,2926.83
2021-05-10 13:50:00 UTC,2a00:1fa2:42a0::,2a00:1fa2::/33,8359,RU,MTS PJSC,ORG-ZM1-RIPE,4,101.73,4178.27,4261.36
2021-05-10 14:10:00 UTC,95.31.196.0,95.31.196.0/24,8402,RU,"PJSC ""Vimpelcom""",ORG-CTAM1-RIPE,4,6696.43,5217.39,9202.45
2021-05-10 14:35:00 UTC,176.196.100.0,176.196.0.0/15,39927,RU,E-Light-Telecom Ltd.,ORG-EA385-RIPE,4,3517.0,2233.8,2327.39
2021-05-10 14:35:00 UTC,188.170.86.0,188.170.80.0/21,31213,RU,PJSC MegaFon,ORG-OM1-RIPE,4,120.96,1940.49,1883.24
2021-05-10 15:10:00 UTC,213.193.21.0,213.193.0.0/19,29124,RU,Iskratelecom CJSC,ORG-JI4-RIPE,4,11764.71,5067.57,6410.26
2021-05-10 15:10:00 UTC,213.193.21.0,213.193.0.0/19,29124,RU,Iskratelecom CJSC,ORG-JI4-RIPE,4,17751.48,22900.76,19736.84
2021-05-10 15:10:00 UTC,213.193.21.0,213.193.0.0/19,29124,RU,Iskratelecom CJSC,ORG-JI4-RIPE,4,18404.91,17857.14,21126.76
2021-05-10 15:15:00 UTC,128.71.249.0,128.71.249.0/24,3216,RU,"PJSC ""Vimpelcom""",ORG-ES15-RIPE,4,5545.29,4754.36,4800.0
2021-05-10 15:20:00 UTC,178.57.53.0,178.57.48.0/21,44507,RU,OJSC Kostroma Municipal Telephone Network,ORG-OKMT1-RIPE,4,7751.94,3968.25,3906.25
2021-05-10 15:25:00 UTC,95.26.152.0,95.26.0.0/15,8402,RU,"PJSC ""Vimpelcom""",ORG-CTAM1-RIPE,4,18987.34,13698.63,13574.66
2021-05-10 15:25:00 UTC,95.26.152.0,95.26.0.0/15,8402,RU,"PJSC ""Vimpelcom""",ORG-CTAM1-RIPE,4,26548.67,25000.0,25210.08
2021-05-10 16:25:00 UTC,136.169.169.0,136.169.168.0/23,24955,RU,"JSC ""Ufanet""",ORG-ZS2-RIPE,4,74.57,13157.89,13157.89
2021-05-10 16:25:00 UTC,136.169.169.0,136.169.168.0/23,24955,RU,"JSC ""Ufanet""",ORG-ZS2-RIPE,4,92.91,9036.14,7142.86
2021-05-10 16:30:00 UTC,136.169.169.0,136.169.168.0/23,24955,RU,"JSC ""Ufanet""",ORG-ZS2-RIPE,4,7731.96,8595.99,9677.42
2021-05-10 17:05:00 UTC,31.40.143.0,31.40.143.0/24,201776,RU,Miranda-Media Ltd,ORG-ML281-RIPE,4,4184.1,5016.72,7594.94
2021-05-10 17:15:00 UTC,37.235.68.0,37.235.64.0/21,39289,RU,"OOO ""MediaSeti""",ORG-CCM2-RIPE,4,109.39,9118.54,10204.08
2021-05-10 17:55:00 UTC,5.35.60.0,5.35.0.0/18,31514,RU,OOO Trivon Networks,ORG-OTN1-RIPE,4,97.9,7853.4,12096.77
2021-05-10 18:10:00 UTC,178.176.187.0,178.176.184.0/22,31133,RU,PJSC MegaFon,ORG-OM1-RIPE,4,90.93,611.62,515.64
2021-05-10 18:30:00 UTC,176.116.140.0,176.116.136.0/21,50716,RU,Telecom.ru Ltd,ORG-JT30-RIPE,4,95.92,4000.0,7692.31
2021-05-10 18:35:00 UTC,77.111.244.0,77.111.244.0/24,205016,NL,HERN Labs AB,ORG-HLA24-RIPE,4,3773.58,3322.26,3802.28
2021-05-10 18:50:00 UTC,109.237.2.0,109.237.0.0/22,8774,RU,OOO Kompaniya Etype,ORG-ZKEJ1-RIPE,4,19354.84,7058.82,11278.2
2021-05-10 18:50:00 UTC,109.237.2.0,109.237.0.0/22,8774,RU,OOO Kompaniya Etype,ORG-ZKEJ1-RIPE,4,30303.03,12552.3,12605.04
2021-05-10 18:50:00 UTC,109.237.2.0,109.237.0.0/22,8774,RU,OOO Kompaniya Etype,ORG-ZKEJ1-RIPE,4,31914.89,12658.23,12500.0
2021-05-10 20:45:00 UTC,45.137.112.0,45.137.112.0/24,205638,RU,Tinkoff Bank JSC,ORG-TBJ1-RIPE,4,4477.61,5067.57,5253.94
2021-05-10 20:45:00 UTC,46.39.53.0,46.39.32.0/19,15582,RU,OJSC Comcor,ORG-CA35-RIPE,4,110.0,10238.91,14354.07
2021-05-10 20:45:00 UTC,46.39.53.0,46.39.32.0/19,15582,RU,OJSC Comcor,ORG-CA35-RIPE,4,115.96,3378.38,4273.5
2021-05-10 20:55:00 UTC,176.59.96.0,176.59.96.0/19,48092,RU,T2 Mobile LLC,ORG-MCC1-RIPE,4,118.37,1567.4,1808.32
2021-05-10 21:30:00 UTC,134.0.102.0,134.0.96.0/20,29124,RU,Iskratelecom CJSC,ORG-JI4-RIPE,4,6437.77,6711.41,8720.93
2021-05-10 21:35:00 UTC,178.176.112.0,178.176.112.0/24,31224,RU,PJSC MegaFon,ORG-OM1-RIPE,4,80.29,1815.98,1968.5
2021-05-10 21:35:00 UTC,178.176.112.0,178.176.112.0/24,31224,RU,PJSC MegaFon,ORG-OM1-RIPE,4,117.65,1612.04,2164.5
2021-05-10 21:40:00 UTC,185.174.159.0,185.174.159.0/24,203020,IN,HostRoyale Technologies Pvt Ltd,ORG-HTPL1-RIPE,4,771.21,1732.1,1485.88
2021-05-10 21:40:00 UTC,185.174.159.0,185.174.159.0/24,203020,IN,HostRoyale Technologies Pvt Ltd,ORG-HTPL1-RIPE,4,4497.75,1737.12,1645.64
