datetime_rounded,anonymized_ip,subnet,asn,as_country,as_organization,as_organization_iden,version,test_result,control_result,control_taco_result
2021-05-06 00:15:00 UTC,85.26.165.0,85.26.164.0/23,31133,RU,PJSC MegaFon,ORG-OM1-RIPE,4,118.84,3792.67,3232.76
2021-05-06 00:20:00 UTC,94.181.184.0,94.181.184.0/22,41754,RU,"JSC ""ER-Telecom Holding""",ORG-RA21-RIPE,4,1287.0,552.59,1065.34
2021-05-06 00:30:00 UTC,45.94.142.0,45.94.142.0/24,52193,RU,EUROCONTACT VELIKY NOVGOROD LLC,ORG-EL339-RIPE,4,7500.0,7462.69,7936.51
2021-05-06 03:05:00 UTC,31.134.241.0,31.134.240.0/23,15774,RU,Joint Stock Company TransTeleCom,ORG-CJSC19-RIPE,4,3370.79,1230.52,2279.64
2021-05-06 03:30:00 UTC,92.255.220.0,92.255.220.0/22,41727,RU,"JSC ""ER-Telecom Holding""",ORG-RA21-RIPE,4,3412.97,2608.7,4032.26
2021-05-06 04:00:00 UTC,176.59.74.0,176.59.64.0/19,42437,RU,T2 Mobile LLC,ORG-MCC1-RIPE,4,1409.11,1588.14,1737.12
2021-05-06 04:30:00 UTC,188.187.180.0,188.187.180.0/22,41786,RU,"JSC ""ER-Telecom Holding""",ORG-RA21-RIPE,4,8356.55,10989.01,2645.5
2021-05-06 04:30:00 UTC,188.187.180.0,188.187.180.0/22,41786,RU,"JSC ""ER-Telecom Holding""",ORG-RA21-RIPE,4,23622.05,18750.0,20547.95
2021-05-06 05:25:00 UTC,87.226.213.0,87.226.128.0/17,12389,RU,PJSC Rostelecom,ORG-JR8-RIPE,4,3036.44,2471.17,2461.03
2021-05-06 05:35:00 UTC,89.113.101.0,89.113.101.0/24,16345,RU,"Public Joint Stock Company ""Vimpel-Communications""",ORG-JA8-RIPE,4,112.66,1693.96,1757.47
2021-05-06 05:40:00 UTC,45.94.143.0,45.94.143.0/24,52193,RU,EUROCONTACT VELIKY NOVGOROD LLC,ORG-EL339-RIPE,4,8474.58,10452.96,7211.54
2021-05-06 05:40:00 UTC,45.94.143.0,45.94.143.0/24,52193,RU,EUROCONTACT VELIKY NOVGOROD LLC,ORG-EL339-RIPE,4,18518.52,14018.69,11406.84
2021-05-06 05:45:00 UTC,188.244.137.0,188.244.136.0/23,15774,RU,Joint Stock Company TransTeleCom,ORG-CJSC19-RIPE,4,830.11,1033.06,1943.01
2021-05-06 05:50:00 UTC,2a00:1fa1:21e::,2a00:1fa1::/33,29497,RU,MTS PJSC,ORG-ZM1-RIPE,4,2551.02,2386.63,2227.17
2021-05-06 05:50:00 UTC,2a00:1fa1:2cd::,2a00:1fa1::/33,29497,RU,MTS PJSC,ORG-ZM1-RIPE,4,1846.15,600.6,2535.93
2021-05-06 05:55:00 UTC,46.147.98.0,46.147.98.0/24,57378,RU,"JSC ""ER-Telecom Holding""",ORG-RA21-RIPE,4,2469.14,2199.41,4901.96
2021-05-06 05:55:00 UTC,188.170.84.0,188.170.80.0/21,31213,RU,PJSC MegaFon,ORG-OM1-RIPE,4,105.3,1348.92,2093.51
2021-05-06 05:55:00 UTC,2a00:1fa1:37d::,2a00:1fa1::/33,29497,RU,MTS PJSC,ORG-ZM1-RIPE,4,2000.0,1356.85,1450.68
2021-05-06 06:05:00 UTC,85.26.233.0,85.26.232.0/23,31133,RU,PJSC MegaFon,ORG-OM1-RIPE,4,45.78,392.21,480.92
2021-05-06 06:10:00 UTC,176.59.66.0,176.59.64.0/19,42437,RU,T2 Mobile LLC,ORG-MCC1-RIPE,4,113.53,3198.29,3285.87
2021-05-06 06:10:00 UTC,2a00:1fa1:136::,2a00:1fa1::/33,29497,RU,MTS PJSC,ORG-ZM1-RIPE,4,4261.36,2840.91,3293.08
2021-05-06 06:15:00 UTC,2a00:1fa1:4086::,2a00:1fa1::/33,29497,RU,MTS PJSC,ORG-ZM1-RIPE,4,4120.88,2827.52,2485.5
2021-05-06 06:45:00 UTC,2a00:1fa1:21e::,2a00:1fa1::/33,29497,RU,MTS PJSC,ORG-ZM1-RIPE,4,1564.13,3167.9,1732.1
2021-05-06 06:50:00 UTC,2a00:1fa1:37d::,2a00:1fa1::/33,29497,RU,MTS PJSC,ORG-ZM1-RIPE,4,1997.34,1361.78,1827.04
2021-05-06 06:55:00 UTC,2a00:1fa1:36a::,2a00:1fa1::/33,29497,RU,MTS PJSC,ORG-ZM1-RIPE,4,3703.7,3058.1,2851.71
2021-05-06 07:00:00 UTC,2a00:1fa1:293::,2a00:1fa1::/33,29497,RU,MTS PJSC,ORG-ZM1-RIPE,4,3073.77,3198.29,2843.6
2021-05-06 07:05:00 UTC,37.144.87.0,37.144.80.0/20,3216,RU,"PJSC ""Vimpelcom""",ORG-ES15-RIPE,4,3994.67,3802.28,4076.09
