datetime_rounded,anonymized_ip,subnet,asn,as_country,as_organization,as_organization_iden,version,test_result,control_result,control_taco_result
2021-05-04 01:20:00 UTC,2a00:1370:812d::,2a00:1370::/32,25513,RU,PJSC Moscow city telephone network,ORG-OMCT1-RIPE,4,5128.21,8450.7,8474.58
2021-05-04 01:45:00 UTC,87.226.213.0,87.226.128.0/17,12389,RU,PJSC Rostelecom,ORG-JR8-RIPE,4,3018.11,1930.5,2124.65
2021-05-04 04:50:00 UTC,5.167.161.0,5.167.160.0/22,41727,RU,"JSC ""ER-Telecom Holding""",ORG-RA21-RIPE,4,5110.73,5484.46,5309.73
2021-05-04 05:50:00 UTC,2a00:1fa1:408a::,2a00:1fa1::/33,29497,RU,MTS PJSC,ORG-ZM1-RIPE,4,2338.27,1915.71,2061.86
2021-05-04 05:55:00 UTC,85.26.233.0,85.26.232.0/23,31133,RU,PJSC MegaFon,ORG-OM1-RIPE,4,118.43,3257.33,3282.28
2021-05-04 05:55:00 UTC,2a00:1fa1:41d3::,2a00:1fa1::/33,29497,RU,MTS PJSC,ORG-ZM1-RIPE,4,706.05,1651.98,1221.0
2021-05-04 05:55:00 UTC,2a00:1fa1:4385::,2a00:1fa1::/33,29497,RU,MTS PJSC,ORG-ZM1-RIPE,4,5136.99,3260.87,4746.84
2021-05-04 06:00:00 UTC,46.147.98.0,46.147.98.0/24,57378,RU,"JSC ""ER-Telecom Holding""",ORG-RA21-RIPE,4,7263.92,5067.57,5042.02
2021-05-04 06:15:00 UTC,85.26.183.0,85.26.183.0/24,31163,RU,PJSC MegaFon,ORG-OM1-RIPE,4,102.32,3476.25,2814.26
2021-05-04 06:15:00 UTC,87.226.213.0,87.226.128.0/17,12389,RU,PJSC Rostelecom,ORG-JR8-RIPE,4,5084.75,1845.02,3167.9
2021-05-04 06:40:00 UTC,2a00:1fa1:3c9::,2a00:1fa1::/33,29497,RU,MTS PJSC,ORG-ZM1-RIPE,4,3546.1,3174.6,3671.97
2021-05-04 06:45:00 UTC,2a00:1fa1:408a::,2a00:1fa1::/33,29497,RU,MTS PJSC,ORG-ZM1-RIPE,4,2320.19,2240.48,2191.38
2021-05-04 06:50:00 UTC,2a00:1fa1:41d3::,2a00:1fa1::/33,29497,RU,MTS PJSC,ORG-ZM1-RIPE,4,2009.38,2446.98,1626.9
2021-05-04 06:55:00 UTC,188.170.175.0,188.170.175.0/24,31163,RU,PJSC MegaFon,ORG-OM1-RIPE,4,116.12,2309.47,2533.78
2021-05-04 06:55:00 UTC,2a00:1fa1:4199::,2a00:1fa1::/33,29497,RU,MTS PJSC,ORG-ZM1-RIPE,4,3627.57,3456.22,3452.24
2021-05-04 07:05:00 UTC,2a00:1fa1:4385::,2a00:1fa1::/33,29497,RU,MTS PJSC,ORG-ZM1-RIPE,4,4341.53,3325.94,3649.64
