datetime_rounded,anonymized_ip,subnet,asn,as_country,as_organization,as_organization_iden,version,test_result,control_result,control_taco_result
2021-03-16 00:00:00 UTC,31.131.106.0,31.131.104.0/22,41871,UA,"LLC ""Radiotechichna Laboratoriya""",ORG-TR2-RIPE,4,6607.93,6696.43,7407.41
2021-03-16 00:00:00 UTC,89.113.102.0,89.113.102.0/24,16345,RU,"Public Joint Stock Company ""Vimpel-Communications""",ORG-JA8-RIPE,4,1940.49,1697.79,1657.46
2021-03-16 00:00:00 UTC,2a00:1fa3:542::,2a00:1fa3::/33,8359,RU,MTS PJSC,ORG-ZM1-RIPE,4,1060.45,1297.02,1449.98
2021-03-16 00:05:00 UTC,5.3.147.0,5.3.144.0/22,41668,RU,"JSC ""ER-Telecom Holding""",ORG-RA21-RIPE,4,7978.72,1298.7,9554.14
2021-03-16 00:05:00 UTC,5.3.147.0,5.3.144.0/22,41668,RU,"JSC ""ER-Telecom Holding""",ORG-RA21-RIPE,4,9090.91,14492.75,13698.63
2021-03-16 00:05:00 UTC,176.125.102.0,176.125.64.0/18,15774,RU,Joint Stock Company TransTeleCom,ORG-CJSC19-RIPE,4,3086.42,3303.96,3036.44
2021-03-16 00:10:00 UTC,5.137.127.0,5.137.0.0/16,12389,RU,PJSC Rostelecom,ORG-JR8-RIPE,4,2982.11,4322.77,4037.69
2021-03-16 00:10:00 UTC,82.145.212.0,82.145.212.0/24,39832,NO,Opera Software AS,ORG-OSA28-RIPE,4,680.43,2988.05,162.92
2021-03-16 00:10:00 UTC,82.145.212.0,82.145.212.0/24,39832,NO,Opera Software AS,ORG-OSA28-RIPE,4,2302.38,2559.73,2967.36
2021-03-16 00:10:00 UTC,84.244.46.0,84.244.44.0/22,51645,RU,"JSC ""ER-Telecom Holding""",ORG-RA21-RIPE,4,3492.43,2822.2,1600.85
2021-03-16 00:10:00 UTC,109.185.66.0,109.185.64.0/18,8926,MD,Moldtelecom SA,ORG-MS14-RIPE,4,3322.26,2212.39,2356.64
2021-03-16 00:10:00 UTC,195.226.203.0,195.226.203.0/24,47579,RU,MTS PJSC,ORG-ZM1-RIPE,4,5836.58,7444.17,5893.91
2021-03-16 00:10:00 UTC,2a00:1fa3:542::,2a00:1fa3::/33,8359,RU,MTS PJSC,ORG-ZM1-RIPE,4,119.55,1589.83,1937.98
2021-03-16 00:15:00 UTC,87.226.213.0,87.226.128.0/17,12389,RU,PJSC Rostelecom,ORG-JR8-RIPE,4,3125.0,2202.64,3039.51
2021-03-16 00:20:00 UTC,37.29.88.0,37.29.88.0/24,31133,RU,PJSC MegaFon,ORG-OM1-RIPE,4,1304.35,895.79,973.39
2021-03-16 00:20:00 UTC,80.83.234.0,80.83.234.0/24,8359,RU,MTS PJSC,ORG-ZM1-RIPE,4,557.93,1532.18,1080.3
2021-03-16 00:20:00 UTC,82.215.98.0,82.215.96.0/20,59668,UZ,PE Turon Media,ORG-TURO1-RIPE,4,2535.93,2373.42,2149.0
2021-03-16 00:20:00 UTC,188.162.239.0,188.162.239.0/24,31133,RU,PJSC MegaFon,ORG-OM1-RIPE,4,1433.35,881.32,1044.2
