datetime_rounded,anonymized_ip,subnet,asn,as_country,as_organization,as_organization_iden,version,test_result,control_result,control_taco_result
2021-03-20 00:00:00 UTC,45.94.119.0,45.94.116.0/22,42148,RU,Beirel Telecom LLC,ORG-BTL36-RIPE,4,17857.14,11406.84,16304.35
2021-03-20 00:05:00 UTC,89.22.54.0,89.22.52.0/22,59693,RU,Intronex Setevye Resheniya Ltd.,ORG-INTR3-RIPE,4,4792.33,9803.92,11406.84
2021-03-20 00:05:00 UTC,89.22.54.0,89.22.52.0/22,59693,RU,Intronex Setevye Resheniya Ltd.,ORG-INTR3-RIPE,4,9009.01,8595.99,8823.53
2021-03-20 00:05:00 UTC,89.22.54.0,89.22.52.0/22,59693,RU,Intronex Setevye Resheniya Ltd.,ORG-INTR3-RIPE,4,13888.89,1661.13,8522.73
2021-03-20 00:05:00 UTC,94.25.229.0,94.25.228.0/23,31213,RU,PJSC MegaFon,ORG-OM1-RIPE,4,108.74,1302.65,3174.6
2021-03-20 00:15:00 UTC,79.105.122.0,79.105.120.0/22,12389,RU,PJSC Rostelecom,ORG-JR8-RIPE,4,110.34,1562.5,1733.1
2021-03-20 00:25:00 UTC,2a00:1fa0:271::,2a00:1fa0::/33,8359,RU,MTS PJSC,ORG-ZM1-RIPE,4,106.25,5226.48,6048.39
2021-03-20 00:25:00 UTC,2a00:1fa0:271::,2a00:1fa0::/33,8359,RU,MTS PJSC,ORG-ZM1-RIPE,4,109.93,9118.54,12711.86
2021-03-20 00:25:00 UTC,2a00:1fa0:271::,2a00:1fa0::/33,8359,RU,MTS PJSC,ORG-ZM1-RIPE,4,113.39,11450.38,12048.19
2021-03-20 00:30:00 UTC,176.59.110.0,176.59.96.0/19,48092,RU,T2 Mobile LLC,ORG-MCC1-RIPE,4,105.6,5484.46,6097.56
2021-03-20 00:50:00 UTC,81.185.161.0,81.185.160.0/20,15557,FR,SFR SA,ORG-VF1-RIPE,4,5110.73,3807.11,3546.1
2021-03-20 00:55:00 UTC,81.185.161.0,81.185.160.0/20,15557,FR,SFR SA,ORG-VF1-RIPE,4,17964.07,6756.76,3444.32
2021-03-20 00:55:00 UTC,81.185.161.0,81.185.160.0/20,15557,FR,SFR SA,ORG-VF1-RIPE,4,20547.95,7042.25,1770.96
2021-03-20 00:55:00 UTC,81.185.161.0,81.185.160.0/20,15557,FR,SFR SA,ORG-VF1-RIPE,4,20833.33,6960.56,2076.12
2021-03-20 00:55:00 UTC,81.185.161.0,81.185.160.0/20,15557,FR,SFR SA,ORG-VF1-RIPE,4,24000.0,7159.9,1685.39
2021-03-20 01:00:00 UTC,31.128.144.0,31.128.128.0/19,51032,RU,Powernet Ltd,ORG-NL393-RIPE,4,108.53,6550.22,5639.1
2021-03-20 01:00:00 UTC,31.128.144.0,31.128.128.0/19,51032,RU,Powernet Ltd,ORG-NL393-RIPE,4,115.94,10067.11,12145.75
2021-03-20 01:00:00 UTC,185.48.37.0,185.48.37.0/24,44927,RU,LLC Telecom MPK,ORG-LTM3-RIPE,4,10909.09,11194.03,6465.52
2021-03-20 01:00:00 UTC,185.48.37.0,185.48.37.0/24,44927,RU,LLC Telecom MPK,ORG-LTM3-RIPE,4,13043.48,13953.49,15873.02
2021-03-20 01:10:00 UTC,83.246.197.0,83.246.192.0/18,31364,RU,Joint Stock Company TransTeleCom,ORG-CJSC19-RIPE,4,105.95,4687.5,4335.26
2021-03-20 01:35:00 UTC,185.57.30.0,185.57.30.0/24,44724,RU,Octopusnet LTD,ORG-OL46-RIPE,4,1657.46,2329.19,2136.75
2021-03-20 01:35:00 UTC,185.57.30.0,185.57.30.0/24,44724,RU,Octopusnet LTD,ORG-OL46-RIPE,4,6060.61,4081.63,3942.18
2021-03-20 01:35:00 UTC,188.233.4.0,188.233.4.0/22,39435,RU,"JSC ""ER-Telecom Holding""",ORG-RA21-RIPE,4,6410.26,4918.03,8426.97
2021-03-20 01:40:00 UTC,185.144.81.0,185.144.80.0/23,9009,GB,M247 Ltd,ORG-GL37-RIPE,4,2729.75,2272.73,1712.33
2021-03-20 01:40:00 UTC,185.144.81.0,185.144.80.0/23,9009,GB,M247 Ltd,ORG-GL37-RIPE,4,3095.98,3218.88,2827.52
2021-03-20 01:45:00 UTC,94.25.169.0,94.25.168.0/21,25159,RU,PJSC MegaFon,ORG-OM1-RIPE,4,118.85,8000.0,7389.16
2021-03-20 01:45:00 UTC,188.162.239.0,188.162.239.0/24,31133,RU,PJSC MegaFon,ORG-OM1-RIPE,4,103.02,927.64,1025.29
2021-03-20 01:45:00 UTC,2a02:2168:928d::,2a02:2168::/32,42610,RU,PJSC Rostelecom,ORG-JR8-RIPE,4,8108.11,5263.16,5870.84
2021-03-20 01:45:00 UTC,2a02:2168:928d::,2a02:2168::/32,42610,RU,PJSC Rostelecom,ORG-JR8-RIPE,4,34482.76,27777.78,28846.15
2021-03-20 01:55:00 UTC,46.188.120.0,46.188.0.0/17,8334,RU,2COM Co Ltd.,ORG-CL4-RIPE,4,561.17,9259.26,13100.44
