datetime_rounded,anonymized_ip,subnet,asn,as_country,as_organization,as_organization_iden,version,test_result,control_result,control_taco_result
2021-03-14 00:00:00 UTC,80.83.236.0,80.83.236.0/24,8359,RU,MTS PJSC,ORG-ZM1-RIPE,4,100.73,236.56,968.37
2021-03-14 00:00:00 UTC,188.123.230.0,188.123.224.0/19,15582,RU,OJSC Comcor,ORG-CA35-RIPE,4,103.63,8695.65,9900.99
2021-03-14 00:05:00 UTC,31.173.82.0,31.173.80.0/21,25159,RU,PJSC MegaFon,ORG-OM1-RIPE,4,108.03,5639.1,8797.65
2021-03-14 00:05:00 UTC,31.173.82.0,31.173.80.0/21,25159,RU,PJSC MegaFon,ORG-OM1-RIPE,4,110.07,8982.04,12605.04
2021-03-14 00:05:00 UTC,37.232.160.0,37.232.128.0/17,12714,RU,Net By Net Holding LLC,ORG-TL8-RIPE,4,10830.32,7772.02,9036.14
2021-03-14 00:05:00 UTC,37.232.160.0,37.232.128.0/17,12714,RU,Net By Net Holding LLC,ORG-TL8-RIPE,4,30612.24,20134.23,20547.95
2021-03-14 00:05:00 UTC,37.232.160.0,37.232.128.0/17,12714,RU,Net By Net Holding LLC,ORG-TL8-RIPE,4,31250.0,20408.16,20270.27
2021-03-14 00:05:00 UTC,37.232.160.0,37.232.128.0/17,12714,RU,Net By Net Holding LLC,ORG-TL8-RIPE,4,33707.87,20547.95,20689.66
2021-03-14 00:05:00 UTC,37.232.160.0,37.232.128.0/17,12714,RU,Net By Net Holding LLC,ORG-TL8-RIPE,4,34482.76,21582.73,21126.76
2021-03-14 00:05:00 UTC,37.232.160.0,37.232.128.0/17,12714,RU,Net By Net Holding LLC,ORG-TL8-RIPE,4,35294.12,15957.45,15463.92
2021-03-14 00:05:00 UTC,79.105.108.0,79.105.96.0/20,12389,RU,PJSC Rostelecom,ORG-JR8-RIPE,4,113.95,1946.79,2025.66
2021-03-14 00:05:00 UTC,109.252.83.0,109.252.0.0/16,25513,RU,PJSC Moscow city telephone network,ORG-OMCT1-RIPE,4,6276.15,12765.96,11320.75
2021-03-14 00:05:00 UTC,178.46.211.0,178.46.208.0/20,12389,RU,PJSC Rostelecom,ORG-JR8-RIPE,4,119.16,5281.69,6651.88
2021-03-14 00:05:00 UTC,194.190.115.0,194.190.115.0/24,51230,RU,Cifrabar Telekom LLC,ORG-CTL66-RIPE,4,7263.92,15544.04,15957.45
2021-03-14 00:10:00 UTC,37.232.160.0,37.232.128.0/17,12714,RU,Net By Net Holding LLC,ORG-TL8-RIPE,4,11070.11,15151.52,14218.01
2021-03-14 00:10:00 UTC,37.232.160.0,37.232.128.0/17,12714,RU,Net By Net Holding LLC,ORG-TL8-RIPE,4,31578.95,20689.66,21126.76
2021-03-14 00:10:00 UTC,37.232.160.0,37.232.128.0/17,12714,RU,Net By Net Holding LLC,ORG-TL8-RIPE,4,31914.89,22388.06,19867.55
2021-03-14 00:10:00 UTC,37.232.160.0,37.232.128.0/17,12714,RU,Net By Net Holding LLC,ORG-TL8-RIPE,4,32967.03,24390.24,25423.73
2021-03-14 00:10:00 UTC,37.232.160.0,37.232.128.0/17,12714,RU,Net By Net Holding LLC,ORG-TL8-RIPE,4,32967.03,31250.0,30612.24
2021-03-14 00:10:00 UTC,37.232.160.0,37.232.128.0/17,12714,RU,Net By Net Holding LLC,ORG-TL8-RIPE,4,32967.03,20979.02,20547.95
2021-03-14 00:10:00 UTC,95.161.223.0,95.161.192.0/19,8492,RU,"""OBIT"" Ltd.",ORG-OL12-RIPE,4,76.36,8849.56,8287.29
2021-03-14 00:10:00 UTC,176.59.55.0,176.59.52.0/22,12958,RU,T2 Mobile LLC,ORG-MCC1-RIPE,4,120.25,1955.67,2166.06
2021-03-14 00:15:00 UTC,37.232.160.0,37.232.128.0/17,12714,RU,Net By Net Holding LLC,ORG-TL8-RIPE,4,11406.84,12605.04,12605.04
2021-03-14 00:15:00 UTC,37.232.160.0,37.232.128.0/17,12714,RU,Net By Net Holding LLC,ORG-TL8-RIPE,4,32967.03,14150.94,13698.63
2021-03-14 00:15:00 UTC,37.232.160.0,37.232.128.0/17,12714,RU,Net By Net Holding LLC,ORG-TL8-RIPE,4,33707.87,19607.84,19736.84
2021-03-14 00:15:00 UTC,37.232.160.0,37.232.128.0/17,12714,RU,Net By Net Holding LLC,ORG-TL8-RIPE,4,33707.87,20000.0,20134.23
2021-03-14 00:15:00 UTC,37.232.160.0,37.232.128.0/17,12714,RU,Net By Net Holding LLC,ORG-TL8-RIPE,4,37037.04,20134.23,19354.84
2021-03-14 00:15:00 UTC,78.37.204.0,78.37.128.0/17,12389,RU,PJSC Rostelecom,ORG-JR8-RIPE,4,7812.5,1898.73,2493.77
2021-03-14 00:15:00 UTC,94.25.228.0,94.25.228.0/23,31213,RU,PJSC MegaFon,ORG-OM1-RIPE,4,121.7,4098.36,4255.32
2021-03-14 00:20:00 UTC,2.94.48.0,2.94.48.0/24,8402,RU,"PJSC ""Vimpelcom""",ORG-CTAM1-RIPE,4,6237.01,10563.38,13333.33
2021-03-14 00:20:00 UTC,2.94.48.0,2.94.48.0/24,8402,RU,"PJSC ""Vimpelcom""",ORG-CTAM1-RIPE,4,10380.62,21582.73,17341.04
